run,temperature,top_p,case_id,expected,prediction,correct,latency,output_tokens
5,0.7,1.0,2,Finance,Finance,True,8.105486099957488,581
5,0.7,1.0,3,Technical,Technical,True,8.105486099957488,581
5,0.7,1.0,4,HR,Finance,False,8.105486099957488,581
5,0.7,1.0,5,Finance,Finance,True,8.105486099957488,581
5,0.7,1.0,6,Technical,Technical,True,8.105486099957488,581
5,0.7,1.0,7,HR,HR,True,8.105486099957488,581
5,0.7,1.0,8,Finance,Finance,True,8.105486099957488,581
5,0.7,1.0,9,Technical,Technical,True,8.105486099957488,581
5,0.7,1.0,10,HR,HR,True,8.105486099957488,581
1,1.0,0.5,1,HR,HR,True,9.665480199968442,726
1,1.0,0.5,2,Finance,Finance,True,9.665480199968442,726
1,1.0,0.5,3,Technical,Technical,True,9.665480199968442,726
1,1.0,0.5,4,HR,Finance,False,9.665480199968442,726
1,1.0,0.5,5,Finance,Technical,False,9.665480199968442,726
1,1.0,0.5,6,Technical,Technical,True,9.665480199968442,726
1,1.0,0.5,7,HR,HR,True,9.665480199968442,726
1,1.0,0.5,8,Finance,Finance,True,9.665480199968442,726
1,1.0,0.5,9,Technical,Technical,True,9.665480199968442,726
1,1.0,0.5,10,HR,HR,True,9.665480199968442,726
2,1.0,0.5,1,HR,Technical,False,9.96180990000721,764
2,1.0,0.5,2,Finance,Finance,True,9.96180990000721,764
2,1.0,0.5,3,Technical,Technical,True,9.96180990000721,764
2,1.0,0.5,4,HR,Finance,False,9.96180990000721,764
2,1.0,0.5,5,Finance,Technical,False,9.96180990000721,764
2,1.0,0.5,6,Technical,Technical,True,9.96180990000721,764
2,1.0,0.5,7,HR,HR,True,9.96180990000721,764
2,1.0,0.5,8,Finance,Finance,True,9.96180990000721,764
2,1.0,0.5,9,Technical,Technical,True,9.96180990000721,764
2,1.0,0.5,10,HR,HR,True,9.96180990000721,764
3,1.0,0.5,1,HR,HR,True,11.202434099977836,845
3,1.0,0.5,2,Finance,Finance,True,11.202434099977836,845
3,1.0,0.5,3,Technical,Technical,True,11.202434099977836,845
3,1.0,0.5,4,HR,Finance,False,11.202434099977836,845
3,1.0,0.5,5,Finance,Finance,True,11.202434099977836,845
3,1.0,0.5,6,Technical,Technical,True,11.202434099977836,845
3,1.0,0.5,7,HR,HR,True,11.202434099977836,845
3,1.0,0.5,8,Finance,Finance,True,11.202434099977836,845
3,1.0,0.5,9,Technical,Technical,True,11.202434099977836,845
3,1.0,0.5,10,HR,HR,True,11.202434099977836,845
4,1.0,0.5,1,HR,HR,True,12.27339570003096,975
4,1.0,0.5,2,Finance,Finance,True,12.27339570003096,975
4,1.0,0.5,3,Technical,Technical,True,12.27339570003096,975
4,1.0,0.5,4,HR,Finance,False,12.27339570003096,975
4,1.0,0.5,5,Finance,Finance,True,12.27339570003096,975
4,1.0,0.5,6,Technical,Technical,True,12.27339570003096,975
4,1.0,0.5,7,HR,HR,True,12.27339570003096,975
4,1.0,0.5,8,Finance,Finance,True,12.27339570003096,975
4,1.0,0.5,9,Technical,Technical,True,12.27339570003096,975
4,1.0,0.5,10,HR,HR,True,12.27339570003096,975
5,1.0,0.5,1,HR,HR,True,11.141085400013253,873
5,1.0,0.5,2,Finance,Finance,True,11.141085400013253,873
5,1.0,0.5,3,Technical,Technical,True,11.141085400013253,873
5,1.0,0.5,4,HR,Finance,False,11.141085400013253,873
5,1.0,0.5,5,Finance,Finance,True,11.141085400013253,873
5,1.0,0.5,6,Technical,Technical,True,11.141085400013253,873
5,1.0,0.5,7,HR,HR,True,11.141085400013253,873
5,1.0,0.5,8,Finance,Finance,True,11.141085400013253,873
5,1.0,0.5,9,Technical,Technical,True,11.141085400013253,873
5,1.0,0.5,10,HR,HR,True,11.141085400013253,873
1,1.0,0.9,1,HR,HR,True,8.928516599989962,662
1,1.0,0.9,2,Finance,Finance,True,8.928516599989962,662
1,1.0,0.9,3,Technical,Technical,True,8.928516599989962,662
1,1.0,0.9,4,HR,Finance,False,8.928516599989962,662
1,1.0,0.9,5,Finance,Finance,True,8.928516599989962,662
1,1.0,0.9,6,Technical,Technical,True,8.928516599989962,662
1,1.0,0.9,7,HR,HR,True,8.928516599989962,662
1,1.0,0.9,8,Finance,Finance,True,8.928516599989962,662
1,1.0,0.9,9,Technical,Technical,True,8.928516599989962,662
1,1.0,0.9,10,HR,HR,True,8.928516599989962,662
2,1.0,0.9,1,HR,Technical,False,11.279363100009505,883
2,1.0,0.9,2,Finance,Finance,True,11.279363100009505,883
2,1.0,0.9,3,Technical,Technical,True,11.279363100009505,883
2,1.0,0.9,4,HR,Finance,False,11.279363100009505,883
2,1.0,0.9,5,Finance,Technical,False,11.279363100009505,883
2,1.0,0.9,6,Technical,Technical,True,11.279363100009505,883
2,1.0,0.9,7,HR,HR,True,11.279363100009505,883
2,1.0,0.9,8,Finance,Finance,True,11.279363100009505,883
2,1.0,0.9,9,Technical,Technical,True,11.279363100009505,883
2,1.0,0.9,10,HR,HR,True,11.279363100009505,883
3,1.0,0.9,1,HR,Technical,False,7.68055569997523,541
3,1.0,0.9,2,Finance,Finance,True,7.68055569997523,541
3,1.0,0.9,3,Technical,Technical,True,7.68055569997523,541
3,1.0,0.9,4,HR,Finance,False,7.68055569997523,541
3,1.0,0.9,5,Finance,Finance,True,7.68055569997523,541
3,1.0,0.9,6,Technical,Technical,True,7.68055569997523,541
3,1.0,0.9,7,HR,HR,True,7.68055569997523,541
3,1.0,0.9,8,Finance,Finance,True,7.68055569997523,541
3,1.0,0.9,9,Technical,Technical,True,7.68055569997523,541
3,1.0,0.9,10,HR,HR,True,7.68055569997523,541
4,1.0,0.9,1,HR,Technical,False,7.727498500025831,553
4,1.0,0.9,2,Finance,Finance,True,7.727498500025831,553
4,1.0,0.9,3,Technical,Technical,True,7.727498500025831,553
4,1.0,0.9,4,HR,Finance,False,7.727498500025831,553
4,1.0,0.9,5,Finance,Finance,True,7.727498500025831,553
4,1.0,0.9,6,Technical,Technical,True,7.727498500025831,553
4,1.0,0.9,7,HR,HR,True,7.727498500025831,553
4,1.0,0.9,8,Finance,Finance,True,7.727498500025831,553
4,1.0,0.9,9,Technical,Technical,True,7.727498500025831,553
4,1.0,0.9,10,HR,HR,True,7.727498500025831,553
5,1.0,0.9,1,HR,Technical,False,12.746954699978232,1028
5,1.0,0.9,2,Finance,Finance,True,12.746954699978232,1028
5,1.0,0.9,3,Technical,Technical,True,12.746954699978232,1028
5,1.0,0.9,4,HR,Finance,False,12.746954699978232,1028
5,1.0,0.9,5,Finance,Technical,False,12.746954699978232,1028
5,1.0,0.9,6,Technical,Technical,True,12.746954699978232,1028
5,1.0,0.9,7,HR,HR,True,12.746954699978232,1028
5,1.0,0.9,8,Finance,Finance,True,12.746954699978232,1028
5,1.0,0.9,9,Technical,Technical,True,12.746954699978232,1028
5,1.0,0.9,10,HR,HR,True,12.746954699978232,1028
1,1.0,1.0,1,HR,HR,True,12.166512500029057,949
1,1.0,1.0,2,Finance,Finance,True,12.166512500029057,949
1,1.0,1.0,3,Technical,Technical,True,12.166512500029057,949
1,1.0,1.0,4,HR,Finance,False,12.166512500029057,949
1,1.0,1.0,5,Finance,Finance,True,12.166512500029057,949
1,1.0,1.0,6,Technical,Technical,True,12.166512500029057,949
1,1.0,1.0,7,HR,HR,True,12.166512500029057,949
1,1.0,1.0,8,Finance,Finance,True,12.166512500029057,949
1,1.0,1.0,9,Technical,Technical,True,12.166512500029057,949
1,1.0,1.0,10,HR,HR,True,12.166512500029057,949
2,1.0,1.0,1,HR,HR,True,10.399622900004033,794
2,1.0,1.0,2,Finance,Finance,True,10.399622900004033,794
2,1.0,1.0,3,Technical,Technical,True,10.399622900004033,794
2,1.0,1.0,4,HR,Finance,False,10.399622900004033,794
2,1.0,1.0,5,Finance,Technical,False,10.399622900004033,794
2,1.0,1.0,6,Technical,Technical,True,10.399622900004033,794
2,1.0,1.0,7,HR,HR,True,10.399622900004033,794
2,1.0,1.0,8,Finance,Finance,True,10.399622900004033,794
2,1.0,1.0,9,Technical,Technical,True,10.399622900004033,794
2,1.0,1.0,10,HR,HR,True,10.399622900004033,794
3,1.0,1.0,1,HR,Technical,False,7.617100499977823,532
3,1.0,1.0,2,Finance,Finance,True,7.617100499977823,532
3,1.0,1.0,3,Technical,Technical,True,7.617100499977823,532
3,1.0,1.0,4,HR,Finance,False,7.617100499977823,532
3,1.0,1.0,5,Finance,Finance,True,7.617100499977823,532
3,1.0,1.0,6,Technical,Technical,True,7.617100499977823,532
3,1.0,1.0,7,HR,HR,True,7.617100499977823,532
3,1.0,1.0,8,Finance,Finance,True,7.617100499977823,532
3,1.0,1.0,9,Technical,Technical,True,7.617100499977823,532
3,1.0,1.0,10,HR,HR,True,7.617100499977823,532
4,1.0,1.0,1,HR,HR,True,11.116920800006483,861
4,1.0,1.0,2,Finance,Finance,True,11.116920800006483,861
4,1.0,1.0,3,Technical,Technical,True,11.116920800006483,861
4,1.0,1.0,4,HR,Finance,False,11.116920800006483,861
4,1.0,1.0,5,Finance,Finance,True,11.116920800006483,861
4,1.0,1.0,6,Technical,Technical,True,11.116920800006483,861
4,1.0,1.0,7,HR,HR,True,11.116920800006483,861
4,1.0,1.0,8,Finance,Finance,True,11.116920800006483,861
4,1.0,1.0,9,Technical,Technical,True,11.116920800006483,861
4,1.0,1.0,10,HR,HR,True,11.116920800006483,861
5,1.0,1.0,1,HR,Technical,False,12.00531720003346,916
5,1.0,1.0,2,Finance,Finance,True,12.00531720003346,916
5,1.0,1.0,3,Technical,Technical,True,12.00531720003346,916
5,1.0,1.0,4,HR,Finance,False,12.00531720003346,916
5,1.0,1.0,5,Finance,Finance,True,12.00531720003346,916
5,1.0,1.0,6,Technical,Technical,True,12.00531720003346,916
5,1.0,1.0,7,HR,HR,True,12.00531720003346,916
5,1.0,1.0,8,Finance,Finance,True,12.00531720003346,916
5,1.0,1.0,9,Technical,Technical,True,12.00531720003346,916
5,1.0,1.0,10,HR,HR,True,12.00531720003346,916
1,1.5,0.5,1,HR,HR,True,12.486379400012083,987
1,1.5,0.5,2,Finance,Finance,True,12.486379400012083,987
1,1.5,0.5,3,Technical,Technical,True,12.486379400012083,987
1,1.5,0.5,4,HR,Finance,False,12.486379400012083,987
1,1.5,0.5,5,Finance,Finance,True,12.486379400012083,987
1,1.5,0.5,6,Technical,Technical,True,12.486379400012083,987
1,1.5,0.5,7,HR,HR,True,12.486379400012083,987
1,1.5,0.5,8,Finance,Finance,True,12.486379400012083,987
1,1.5,0.5,9,Technical,Technical,True,12.486379400012083,987
1,1.5,0.5,10,HR,HR,True,12.486379400012083,987
2,1.5,0.5,1,HR,Technical,False,8.619389899948146,623
2,1.5,0.5,2,Finance,Finance,True,8.619389899948146,623
2,1.5,0.5,3,Technical,Technical,True,8.619389899948146,623
2,1.5,0.5,4,HR,Finance,False,8.619389899948146,623
2,1.5,0.5,5,Finance,Finance,True,8.619389899948146,623
2,1.5,0.5,6,Technical,Technical,True,8.619389899948146,623
2,1.5,0.5,7,HR,HR,True,8.619389899948146,623
2,1.5,0.5,8,Finance,Finance,True,8.619389899948146,623
2,1.5,0.5,9,Technical,Technical,True,8.619389899948146,623
2,1.5,0.5,10,HR,HR,True,8.619389899948146,623
3,1.5,0.5,1,HR,HR,True,7.959345699986443,561
3,1.5,0.5,2,Finance,Finance,True,7.959345699986443,561
3,1.5,0.5,3,Technical,Technical,True,7.959345699986443,561
3,1.5,0.5,4,HR,Finance,False,7.959345699986443,561
3,1.5,0.5,5,Finance,Technical,False,7.959345699986443,561
3,1.5,0.5,6,Technical,Technical,True,7.959345699986443,561
3,1.5,0.5,7,HR,HR,True,7.959345699986443,561
3,1.5,0.5,8,Finance,Finance,True,7.959345699986443,561
3,1.5,0.5,9,Technical,Technical,True,7.959345699986443,561
3,1.5,0.5,10,HR,HR,True,7.959345699986443,561
4,1.5,0.5,1,HR,Technical,False,10.131713999959175,767
4,1.5,0.5,2,Finance,Finance,True,10.131713999959175,767
4,1.5,0.5,3,Technical,Technical,True,10.131713999959175,767
4,1.5,0.5,4,HR,Finance,False,10.131713999959175,767
4,1.5,0.5,5,Finance,Finance,True,10.131713999959175,767
4,1.5,0.5,6,Technical,Technical,True,10.131713999959175,767
4,1.5,0.5,7,HR,HR,True,10.131713999959175,767
4,1.5,0.5,8,Finance,Finance,True,10.131713999959175,767
4,1.5,0.5,9,Technical,Technical,True,10.131713999959175,767
4,1.5,0.5,10,HR,HR,True,10.131713999959175,767
5,1.5,0.5,1,HR,HR,True,11.447142499964684,780
5,1.5,0.5,2,Finance,Finance,True,11.447142499964684,780
5,1.5,0.5,3,Technical,Technical,True,11.447142499964684,780
5,1.5,0.5,4,HR,Finance,False,11.447142499964684,780
5,1.5,0.5,5,Finance,Technical,False,11.447142499964684,780
5,1.5,0.5,6,Technical,Technical,True,11.447142499964684,780
5,1.5,0.5,7,HR,HR,True,11.447142499964684,780
5,1.5,0.5,8,Finance,Finance,True,11.447142499964684,780
5,1.5,0.5,9,Technical,Technical,True,11.447142499964684,780
5,1.5,0.5,10,HR,HR,True,11.447142499964684,780
1,1.5,0.9,1,HR,Technical,False,8.711557400005404,610
1,1.5,0.9,2,Finance,Finance,True,8.711557400005404,610
1,1.5,0.9,3,Technical,Technical,True,8.711557400005404,610
1,1.5,0.9,4,HR,Finance,False,8.711557400005404,610
1,1.5,0.9,5,Finance,Finance,True,8.711557400005404,610
1,1.5,0.9,6,Technical,Technical,True,8.711557400005404,610
1,1.5,0.9,7,HR,HR,True,8.711557400005404,610
1,1.5,0.9,8,Finance,Finance,True,8.711557400005404,610
1,1.5,0.9,9,Technical,Technical,True,8.711557400005404,610
1,1.5,0.9,10,HR,HR,True,8.711557400005404,610
2,1.5,0.9,1,HR,Technical,False,13.593979199999012,1085
2,1.5,0.9,2,Finance,Finance,True,13.593979199999012,1085
2,1.5,0.9,3,Technical,Technical,True,13.593979199999012,1085
2,1.5,0.9,4,HR,Finance,False,13.593979199999012,1085
2,1.5,0.9,5,Finance,Technical,False,13.593979199999012,1085
2,1.5,0.9,6,Technical,Technical,True,13.593979199999012,1085
2,1.5,0.9,7,HR,HR,True,13.593979199999012,1085
2,1.5,0.9,8,Finance,Finance,True,13.593979199999012,1085
2,1.5,0.9,9,Technical,Technical,True,13.593979199999012,1085
2,1.5,0.9,10,HR,HR,True,13.593979199999012,1085
3,1.5,0.9,1,HR,HR,True,11.131999099976383,870
3,1.5,0.9,2,Finance,Finance,True,11.131999099976383,870
3,1.5,0.9,3,Technical,Technical,True,11.131999099976383,870
3,1.5,0.9,4,HR,Finance,False,11.131999099976383,870
3,1.5,0.9,5,Finance,Technical,False,11.131999099976383,870
3,1.5,0.9,6,Technical,Technical,True,11.131999099976383,870
3,1.5,0.9,7,HR,HR,True,11.131999099976383,870
3,1.5,0.9,8,Finance,Finance,True,11.131999099976383,870
3,1.5,0.9,9,Technical,Technical,True,11.131999099976383,870
3,1.5,0.9,10,HR,HR,True,11.131999099976383,870
4,1.5,0.9,1,HR,Technical,False,16.842525300045963,1404
4,1.5,0.9,2,Finance,Finance,True,16.842525300045963,1404
4,1.5,0.9,3,Technical,Technical,True,16.842525300045963,1404
4,1.5,0.9,4,HR,Finance,False,16.842525300045963,1404
4,1.5,0.9,5,Finance,Finance,True,16.842525300045963,1404
4,1.5,0.9,6,Technical,Technical,True,16.842525300045963,1404
4,1.5,0.9,7,HR,HR,True,16.842525300045963,1404
4,1.5,0.9,8,Finance,Finance,True,16.842525300045963,1404
4,1.5,0.9,9,Technical,Technical,True,16.842525300045963,1404
4,1.5,0.9,10,HR,HR,True,16.842525300045963,1404
5,1.5,0.9,1,HR,Technical,False,7.685337199945934,535
5,1.5,0.9,2,Finance,Finance,True,7.685337199945934,535
5,1.5,0.9,3,Technical,Technical,True,7.685337199945934,535
5,1.5,0.9,4,HR,Finance,False,7.685337199945934,535
5,1.5,0.9,5,Finance,Technical,False,7.685337199945934,535
5,1.5,0.9,6,Technical,Technical,True,7.685337199945934,535
5,1.5,0.9,7,HR,HR,True,7.685337199945934,535
5,1.5,0.9,8,Finance,Finance,True,7.685337199945934,535
5,1.5,0.9,9,Technical,Technical,True,7.685337199945934,535
5,1.5,0.9,10,HR,HR,True,7.685337199945934,535
1,1.5,1.0,1,HR,Technical,False,12.649832999974024,1009
1,1.5,1.0,2,Finance,Finance,True,12.649832999974024,1009
1,1.5,1.0,3,Technical,Technical,True,12.649832999974024,1009
1,1.5,1.0,4,HR,Finance,False,12.649832999974024,1009
1,1.5,1.0,5,Finance,Finance,True,12.649832999974024,1009
1,1.5,1.0,6,Technical,Technical,True,12.649832999974024,1009
1,1.5,1.0,7,HR,HR,True,12.649832999974024,1009
1,1.5,1.0,8,Finance,Finance,True,12.649832999974024,1009
1,1.5,1.0,9,Technical,Technical,True,12.649832999974024,1009
1,1.5,1.0,10,HR,HR,True,12.649832999974024,1009
2,1.5,1.0,1,HR,Technical,False,13.396936500037555,1074
2,1.5,1.0,2,Finance,Finance,True,13.396936500037555,1074
2,1.5,1.0,3,Technical,Technical,True,13.396936500037555,1074
2,1.5,1.0,4,HR,Finance,False,13.396936500037555,1074
2,1.5,1.0,5,Finance,Finance,True,13.396936500037555,1074
2,1.5,1.0,6,Technical,Technical,True,13.396936500037555,1074
2,1.5,1.0,7,HR,HR,True,13.396936500037555,1074
2,1.5,1.0,8,Finance,Finance,True,13.396936500037555,1074
2,1.5,1.0,9,Technical,Technical,True,13.396936500037555,1074
2,1.5,1.0,10,HR,HR,True,13.396936500037555,1074
3,1.5,1.0,1,HR,Technical,False,8.336648800002877,591
3,1.5,1.0,2,Finance,Finance,True,8.336648800002877,591
3,1.5,1.0,3,Technical,Technical,True,8.336648800002877,591
3,1.5,1.0,4,HR,Finance,False,8.336648800002877,591
3,1.5,1.0,5,Finance,Finance,True,8.336648800002877,591
3,1.5,1.0,6,Technical,Technical,True,8.336648800002877,591
3,1.5,1.0,7,HR,HR,True,8.336648800002877,591
3,1.5,1.0,8,Finance,Finance,True,8.336648800002877,591
3,1.5,1.0,9,Technical,Technical,True,8.336648800002877,591
3,1.5,1.0,10,HR,HR,True,8.336648800002877,591
4,1.5,1.0,1,HR,Technical,False,12.96503019996453,1035
4,1.5,1.0,2,Finance,Finance,True,12.96503019996453,1035
4,1.5,1.0,3,Technical,Technical,True,12.96503019996453,1035
4,1.5,1.0,4,HR,Finance,False,12.96503019996453,1035
4,1.5,1.0,5,Finance,Finance,True,12.96503019996453,1035
4,1.5,1.0,6,Technical,Technical,True,12.96503019996453,1035
4,1.5,1.0,7,HR,HR,True,12.96503019996453,1035
4,1.5,1.0,8,Finance,Finance,True,12.96503019996453,1035
4,1.5,1.0,9,Technical,Technical,True,12.96503019996453,1035
4,1.5,1.0,10,HR,HR,True,12.96503019996453,1035
5,1.5,1.0,1,HR,Technical,False,8.941845899971668,652
5,1.5,1.0,2,Finance,Finance,True,8.941845899971668,652
5,1.5,1.0,3,Technical,Technical,True,8.941845899971668,652
5,1.5,1.0,4,HR,Finance,False,8.941845899971668,652
5,1.5,1.0,5,Finance,Finance,True,8.941845899971668,652
5,1.5,1.0,6,Technical,Technical,True,8.941845899971668,652
5,1.5,1.0,7,HR,HR,True,8.941845899971668,652
5,1.5,1.0,8,Finance,Finance,True,8.941845899971668,652
5,1.5,1.0,9,Technical,Technical,True,8.941845899971668,652
5,1.5,1.0,10,HR,HR,True,8.941845899971668,652
